"region","trångboddhet","födelseregion","ålder","kön","år","Samtliga i populationen"
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-89 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-89 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","totalt","2012",8
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","totalt","2014",6
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","kvinnor","2012",6
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","85-94 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","90-94 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95-99 år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","95+ år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","totalt","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","totalt","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","totalt","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","totalt","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","totalt","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","totalt","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","totalt","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","totalt","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","totalt","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","totalt","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","kvinnor","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","kvinnor","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","kvinnor","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","kvinnor","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","kvinnor","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","kvinnor","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","kvinnor","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","kvinnor","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","kvinnor","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","kvinnor","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","män","2012",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","män","2013",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","män","2014",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","män","2015",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","män","2016",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","män","2017",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","män","2018",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","män","2019",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","män","2020",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","100+ år","män","2021",NA
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","totalt","2012",804
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","totalt","2013",801
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","totalt","2014",922
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","totalt","2015",878
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","totalt","2016",873
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","totalt","2017",869
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","totalt","2018",853
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","totalt","2019",814
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","totalt","2020",838
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","totalt","2021",841
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","kvinnor","2012",371
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","kvinnor","2013",378
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","kvinnor","2014",431
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","kvinnor","2015",411
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","kvinnor","2016",421
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","kvinnor","2017",406
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","kvinnor","2018",407
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","kvinnor","2019",388
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","kvinnor","2020",394
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","kvinnor","2021",391
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","män","2012",433
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","män","2013",423
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","män","2014",491
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","män","2015",467
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","män","2016",452
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","män","2017",463
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","män","2018",446
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","män","2019",426
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","män","2020",444
"Dalarnas län","trångbodda enligt norm 2","Europa exkl.Sverige","totalt","män","2021",450
"Dalarnas län","trångbodda enligt norm 2","Afrika","0-4 år","totalt","2012",31
"Dalarnas län","trångbodda enligt norm 2","Afrika","0-4 år","totalt","2013",66
"Dalarnas län","trångbodda enligt norm 2","Afrika","0-4 år","totalt","2014",72
"Dalarnas län","trångbodda enligt norm 2","Afrika","0-4 år","totalt","2015",75
"Dalarnas län","trångbodda enligt norm 2","Afrika","0-4 år","totalt","2016",72
